ID,Type,LAT,LONG
ae5ef64a2dbe,54,turtle,32.102555555555554,-25.215855555555557
ae5ef64a2dbe,54,yoke,6.510830555555556,174.95525555555554 
6d5511717b08,55,turtle,84.06883888888888,88.91358055555555
6d5511717b08,55,yoke,-12.291747222222222,-24.003594444444445 
312bfb075744,56,turtle,-17.356188888888887,-132.34382499999998
312bfb075744,56,yoke,-17.725324999999998,42.122172222222225 
81e8fec36c1c,57,turtle,-20.024072222222223,109.64186388888889
81e8fec36c1c,57,yoke,-56.47498333333333,0.5448166666666666 
ab564a2779f0,58,turtle,84.78579444444443,-60.44203888888889
ab564a2779f0,58,yoke,-20.37738611111111,166.46917222222223 
d3f42d102f21,59,turtle,88.278425,152.55059722222222
d3f42d102f21,59,yoke,-16.633225,106.22153888888889 
48d8c6de5617,60,turtle,8.841513888888889,101.00110277777777
48d8c6de5617,60,yoke,-39.72842222222222,34.18416388888889 
60438d4d558a,61,turtle,34.29463611111111,-175.56261666666668
60438d4d558a,61,yoke,50.002858333333336,-151.20222777777778 
f1d1d67d1f05,62,turtle,-26.760491666666667,79.83921944444444
f1d1d67d1f05,62,yoke,13.443902777777778,-140.05653611111111 
e96344c51331,63,turtle,-45.90357777777778,-172.25421666666668
e96344c51331,63,yoke,-7.807058333333333,107.56361944444444 
1da4e3a67721,64,turtle,12.766897222222221,-153.0054888888889
1da4e3a67721,64,yoke,-7.8860833333333344,175.96757222222223 
37341ce45d6c,65,turtle,5.468980555555556,-155.720275
37341ce45d6c,65,yoke,4.663608333333333,-83.16978055555555 
03a33c042f00,66,turtle,-76.84133055555556,-72.50652777777778
03a33c042f00,66,yoke,32.8602,-120.14638055555555 
ba296f4abab7,67,turtle,40.32480555555556,11.874441666666666
ba296f4abab7,67,yoke,-48.187175,-7.748216666666666 
c64c0cc7113d,68,turtle,-54.30641111111111,67.8441638888889
c64c0cc7113d,68,yoke,-31.507713888888887,71.48829166666665 
57bf712fd96d,69,turtle,-59.20499166666667,-51.5584
57bf712fd96d,69,yoke,-26.297619444444447,-153.50014722222224 
f3047d8ec1a6,70,turtle,11.462852777777778,134.9192277777778
f3047d8ec1a6,70,yoke,-27.21869722222222,-46.71734444444445 
4006a552cb69,71,turtle,35.70511944444445,-16.301769444444446
4006a552cb69,71,yoke,-51.992666666666665,-156.69244999999998 
19b7677bf0f8,72,turtle,-4.244977777777778,149.84934444444445
19b7677bf0f8,72,yoke,72.08718333333334,75.85253055555556 
a33fd3173426,73,turtle,18.906661111111113,89.33835
a33fd3173426,73,yoke,49.632444444444445,-162.31950833333335 
73b765b29203,74,turtle,53.91151944444445,-153.0990972222222
73b765b29203,74,yoke,22.74475,-48.74731666666667 
df47a40c0996,75,turtle,22.689641666666667,-126.85955555555556
df47a40c0996,75,yoke,20.497891666666668,-147.26135277777777 
29e49c2dc67e,76,turtle,32.586775,147.41191666666666
29e49c2dc67e,76,yoke,-58.966430555555554,-91.71805555555555 
5edcfbf10b39,77,turtle,-38.631800000000005,132.75133333333335
5edcfbf10b39,77,yoke,-32.28205277777778,-8.57878611111111 
19d414884b2e,78,turtle,-31.929430555555555,2.0177333333333336
19d414884b2e,78,yoke,-8.812225,81.36269166666666 
fc793465a0cf,79,turtle,-26.420272222222223,-114.50419444444444
fc793465a0cf,79,yoke,60.3877,-47.985883333333334 
8558085b1eff,80,turtle,-10.624080555555556,-155.8760972222222
8558085b1eff,80,yoke,-68.8349861111111,3.3912166666666668 
a07e1dcf8929,81,turtle,-39.06753611111111,-102.7449
a07e1dcf8929,81,yoke,-46.05516388888889,121.40945277777779 
1daf7e530d13,82,turtle,-74.84849166666666,176.56471944444445
1daf7e530d13,82,yoke,-13.27128888888889,95.41516111111112 
b4310a9fab22,83,turtle,88.42135277777778,163.71403055555555
b4310a9fab22,83,yoke,44.778819444444444,137.4383138888889 
54019b4e660f,84,turtle,-50.03215,164.0500888888889
54019b4e660f,84,yoke,-46.00801666666667,-27.764172222222225 
75afadd4796f,85,turtle,-27.161841666666668,36.24100555555555
75afadd4796f,85,yoke,0.7978194444444444,-121.98852777777778 
d6eb3bf485e8,86,turtle,-13.36368888888889,160.63078888888887
d6eb3bf485e8,86,yoke,-42.457363888888885,-52.165305555555555 
4f7662ae8792,87,turtle,-47.957675,-173.5949277777778
4f7662ae8792,87,yoke,42.628013888888894,-130.56770833333334 
73c1fd51de16,88,turtle,-48.353386111111114,-132.9556888888889
73c1fd51de16,88,yoke,-5.881169444444445,173.255 
0aebfdb8a9a0,89,turtle,-54.435544444444446,-17.12055833333333
0aebfdb8a9a0,89,yoke,-30.480947222222223,4.4153 
f8e876bc4760,90,turtle,36.41428888888889,-56.11671944444445
f8e876bc4760,90,yoke,82.15838611111111,-170.84800833333333 
44b23440dd6c,91,turtle,6.466469444444445,-89.3945
44b23440dd6c,91,yoke,-36.33455555555555,121.08917777777778 
83f896a6470f,92,turtle,-47.50539722222222,156.92571944444444
83f896a6470f,92,yoke,77.4827,-19.091313888888887 
e4adf757d341,93,turtle,70.89644166666666,169.92651388888888
e4adf757d341,93,yoke,-49.828175,-168.21729444444443 
007adfdc47de,94,turtle,31.445619444444443,-142.43721944444445
007adfdc47de,94,yoke,25.616116666666667,-114.96240833333333 
95cd99c93dd3,95,turtle,-35.501419444444444,77.41663055555556
95cd99c93dd3,95,yoke,-9.787452777777778,-111.25755277777778 
f62884aa10ff,96,turtle,78.42025833333334,-139.34097500000001
f62884aa10ff,96,yoke,-41.73860555555556,68.77702222222223 
d9b96471e9f1,97,turtle,-27.72395277777778,111.65313055555555
d9b96471e9f1,97,yoke,-60.95916944444445,102.00795555555555 
a0298429aec5,98,turtle,16.83865,-43.60901666666666
a0298429aec5,98,yoke,-44.97723333333333,32.30905833333333 
d3a7addde943,99,turtle,86.60370555555555,-18.42920277777778
d3a7addde943,99,yoke,74.2913111111111,122.99218888888889 
e9a368b83b24,100,turtle,-44.69623888888889,-53.880408333333335
e9a368b83b24,100,yoke,-13.961502777777778,-133.15625 
960580532dee,101,turtle,12.163005555555555,-55.20457777777778
960580532dee,101,yoke,21.572008333333333,-165.58164444444444 
348c3e12f504,102,turtle,-38.88077777777778,112.63629166666666
348c3e12f504,102,yoke,-20.20175833333333,44.103994444444446 
ec0c0aa1088b,103,turtle,76.02005277777778,154.8585138888889
ec0c0aa1088b,103,yoke,-48.2221,110.87658888888889 
0d909ea9b2d0,104,turtle,10.815558333333334,-148.85441944444446
0d909ea9b2d0,104,yoke,18.25596388888889,169.92044166666668 
c4137c123ba9,105,turtle,-41.94500277777777,-148.56429444444444
c4137c123ba9,105,yoke,17.869633333333333,138.8131277777778 
b20a4e89e2c5,106,turtle,-61.61664444444445,67.87353611111111
b20a4e89e2c5,106,yoke,-14.411755555555555,90.51827222222222 
0905039d8cd5,107,turtle,-30.397341666666666,-161.1164861111111
0905039d8cd5,107,yoke,8.559991666666667,132.039625 
acb531c0f37d,108,turtle,-38.63595833333333,-17.932436111111112
acb531c0f37d,108,yoke,-37.35053055555556,117.67324722222222 
ac80e36a764d,109,turtle,-25.689069444444446,-73.63825
ac80e36a764d,109,yoke,-64.18668333333333,56.500030555555554 
99454bdb2eed,110,turtle,46.63382777777778,-41.91699166666667
99454bdb2eed,110,yoke,-24.00187777777778,108.27674999999999 
2a6fedd74b29,111,turtle,-40.25727222222222,-114.76364444444445
2a6fedd74b29,111,yoke,-6.540066666666666,11.216572222222222 
439495bc1446,112,turtle,-30.411852777777778,81.81596666666667
439495bc1446,112,yoke,68.0003611111111,-22.64430833333333 
934d5099117e,113,turtle,-22.15403611111111,-12.458511111111111
934d5099117e,113,yoke,25.03824722222222,-128.8287638888889 
66ecc450040e,114,turtle,-65.64254722222222,169.89625833333335
66ecc450040e,114,yoke,79.29655555555556,-121.00771944444445 
ad0f27559c6f,115,turtle,30.404355555555554,170.3220388888889
ad0f27559c6f,115,yoke,-71.73672222222223,-88.91587777777778 
40d2b5bdccc0,116,turtle,0.531375,-94.86363888888889
40d2b5bdccc0,116,yoke,-64.40995000000001,110.45964444444445 
7ed3be392e08,117,turtle,81.096925,-66.12131388888888
7ed3be392e08,117,yoke,-36.678891666666665,20.80943611111111 
bd3373dc6cf1,118,turtle,16.758650000000003,-31.144025
bd3373dc6cf1,118,yoke,68.4482888888889,-23.471547222222224 
d675848756f6,119,turtle,0.7833416666666666,-144.3958166666667
d675848756f6,119,yoke,45.31693055555556,-144.85649444444445 
940e56317d57,120,turtle,-42.80744444444445,-139.38981388888888
940e56317d57,120,yoke,-63.734725,-99.34611111111111 
e0cc1b6aa6d4,121,turtle,46.76954444444445,-170.61051388888887
e0cc1b6aa6d4,121,yoke,44.210233333333335,157.27330277777776 
8efdb75450e7,122,turtle,-6.527902777777777,56.691700000000004
8efdb75450e7,122,yoke,-18.20156944444444,155.86197222222222 
cb245962c810,123,turtle,-65.7238611111111,-100.13178333333333
cb245962c810,123,yoke,3.138288888888889,3.9678555555555555 
3178eda13607,124,turtle,-2.248866666666667,-123.69211944444444
3178eda13607,124,yoke,72.92001944444443,-132.2401277777778 
96ff8eb259ef,125,turtle,27.107511111111112,-67.15452499999999
96ff8eb259ef,125,yoke,-50.74456666666667,48.69123611111112 
19c426e2027b,126,turtle,10.924850000000001,-162.2648638888889
19c426e2027b,126,yoke,-10.565802777777778,-165.0491722222222 
2400f1c05237,127,turtle,13.725063888888888,65.35917777777777
2400f1c05237,127,yoke,-18.867575,154.3248361111111 
7e9b4a2433c0,128,turtle,85.52226666666667,-29.568466666666666
7e9b4a2433c0,128,yoke,-66.76920277777778,-131.06202222222223 
4dc50a0ae943,129,turtle,18.53561388888889,-32.96918888888889
4dc50a0ae943,129,yoke,82.17646944444445,-112.58712222222222 
b5c214d2b727,130,turtle,-16.41850277777778,54.19692777777777
b5c214d2b727,130,yoke,-26.020094444444442,67.15336388888888 
920c9028df42,131,turtle,-29.73670277777778,-153.51146111111112
920c9028df42,131,yoke,-0.3544611111111111,-131.81248055555557 
9df6109a7e1a,132,turtle,0.7795333333333333,106.00974444444444
9df6109a7e1a,132,yoke,-55.32062222222222,54.638225 
d0c26e809f78,133,turtle,44.77546666666667,144.2157361111111
d0c26e809f78,133,yoke,84.29455,148.2920611111111 
4b1eb0fa898e,134,turtle,-39.626086111111114,-12.009255555555557
4b1eb0fa898e,134,yoke,-45.44027222222223,-6.020736111111112 
765234681d95,135,turtle,86.07876388888889,91.720525
765234681d95,135,yoke,-20.913925000000003,41.10749444444444 
d76118bbf2f8,136,turtle,82.55452222222222,-165.7809722222222
d76118bbf2f8,136,yoke,-46.69873333333334,83.52688333333333 
c06afc440b12,137,turtle,-72.28485277777777,-159.650425
c06afc440b12,137,yoke,-32.28063055555556,-152.74699166666667 
0ca3c2de44c8,138,turtle,-43.19364722222222,27.394022222222222
0ca3c2de44c8,138,yoke,-56.39231111111111,-63.71535 
a6867d3553b3,139,turtle,73.54179722222223,29.151119444444447
a6867d3553b3,139,yoke,81.1270111111111,19.391436111111112 
0554b917155f,140,turtle,-62.63310555555556,30.79199722222222
0554b917155f,140,yoke,-65.26161111111111,-93.4232611111111 
f019ca2cfed4,141,turtle,-58.04131666666667,32.88223055555556
f019ca2cfed4,141,yoke,0.28023055555555554,-113.70592222222223 
775355fac4d7,142,turtle,-50.026825,15.426383333333334
775355fac4d7,142,yoke,29.978780555555556,-148.38452777777778 
640573063a0d,143,turtle,-44.489225,131.37280833333332
640573063a0d,143,yoke,-39.91891388888889,141.01769444444443 
d422b3da04d2,144,turtle,9.117866666666668,171.58275833333335
d422b3da04d2,144,yoke,-59.99931388888889,-0.7188444444444444 
2a0b51fb4261,145,turtle,49.988683333333334,-129.80171111111113
2a0b51fb4261,145,yoke,-47.83946944444445,-152.06716111111112 
08f1d6fd95f5,146,turtle,28.253566666666668,-90.18305277777777
08f1d6fd95f5,146,yoke,-15.323383333333334,-29.289666666666665 
b00fecfbe6d9,147,turtle,7.724816666666666,68.06410555555556
b00fecfbe6d9,147,yoke,-14.805580555555556,-96.40056666666668 
45b34456e6d2,148,turtle,42.11729444444445,-58.039275
45b34456e6d2,148,yoke,-54.72358055555556,114.00764166666666 
fe392e646510,149,turtle,47.29068333333333,168.42213055555555
fe392e646510,149,yoke,15.692227777777777,-126.99764166666667 
f0c3b7f28f03,150,turtle,-45.370580555555556,-12.401463888888888
f0c3b7f28f03,150,yoke,-48.99129722222222,175.3109138888889 
3243d387f2d1,151,turtle,-52.35561944444445,142.38190555555556
3243d387f2d1,151,yoke,-28.978066666666667,155.6100611111111 
d13560f9770f,152,turtle,-2.9829777777777777,7.2580583333333335
d13560f9770f,152,yoke,-12.02695,-25.089144444444443 
64a9f5072133,153,turtle,56.113033333333334,166.30682222222222
64a9f5072133,153,yoke,-16.63327222222222,-134.565575 
19504f055c94,154,turtle,-0.7323805555555556,-119.42044722222222
19504f055c94,154,yoke,-13.878997222222221,169.19811388888888 
18df114a11b1,155,turtle,0.7797194444444445,-171.8235388888889
18df114a11b1,155,yoke,-54.78984722222222,58.69185277777778 
4563ceb5592e,156,turtle,-22.165311111111112,-154.8154416666667
4563ceb5592e,156,yoke,-26.324277777777777,-90.28856666666665 
5c72a5b29cf2,157,turtle,-5.903438888888889,115.02998611111111
5c72a5b29cf2,157,yoke,-1.0900083333333335,167.04720833333332 
c8e29a9bb228,158,turtle,20.775758333333332,-26.610886111111114
c8e29a9bb228,158,yoke,25.266494444444444,-45.49106666666666 
b93eb56504fd,159,turtle,3.677688888888889,50.86726111111111
b93eb56504fd,159,yoke,44.847436111111115,-29.46168611111111 
e97f1cdd281d,160,turtle,-23.549525,57.37575555555556
e97f1cdd281d,160,yoke,39.75378611111111,-67.18896111111111 
0bac0860f178,161,turtle,-50.8168,175.01021666666668
0bac0860f178,161,yoke,-12.103105555555556,146.94318055555556 
c4b0e5ec16e1,162,turtle,-54.41605833333334,76.2504111111111
c4b0e5ec16e1,162,yoke,-12.008241666666667,-17.60183888888889 
22bbf7ea3f17,163,turtle,-22.803369444444446,-148.85176944444444
22bbf7ea3f17,163,yoke,-79.05148333333334,-172.64018333333334 
bb96f9621793,164,turtle,12.079952777777777,120.54475555555555
bb96f9621793,164,yoke,-59.948255555555555,155.53354444444443 
1c4f0f3c3cba,165,turtle,-43.817375,-51.891822222222224
1c4f0f3c3cba,165,yoke,25.90643611111111,-165.59650555555555 
151051a8eeee,166,turtle,76.64908611111112,25.998330555555558
151051a8eeee,166,yoke,-57.76446111111111,-105.39073055555555 
da1412fc36b8,167,turtle,1.9025916666666667,65.49255000000001
da1412fc36b8,167,yoke,84.04285277777778,-39.497438888888894 
4d9ef816cdb3,168,turtle,56.12363333333333,-13.826186111111111
4d9ef816cdb3,168,yoke,2.714686111111111,60.14000277777778 
ada0976bd581,169,turtle,-73.26855833333333,-161.94105555555555
ada0976bd581,169,yoke,-51.60348333333334,52.613197222222226 
948f4ad82350,170,turtle,-54.49185277777777,35.491283333333335
948f4ad82350,170,yoke,-28.842088888888888,-22.32395 
94d0d06f9baf,171,turtle,-20.645191666666665,150.04519166666665
94d0d06f9baf,171,yoke,-54.21919722222222,102.59559166666666 
699a43ac9e2f,172,turtle,-67.42842222222222,-91.01279444444444
699a43ac9e2f,172,yoke,80.66360555555555,54.02153888888889 
eb5e73c8561c,173,turtle,83.5905,-115.42529722222223
eb5e73c8561c,173,yoke,12.46223611111111,-119.95207500000001 
bcd5289fe8b8,174,turtle,-1.6784333333333334,158.68540555555555
bcd5289fe8b8,174,yoke,39.01855555555556,146.6518777777778 
8d0749e2dded,175,turtle,31.482241666666667,-33.673588888888894
8d0749e2dded,175,yoke,-19.284083333333335,54.82896388888889 
bae48d3e9a61,176,turtle,21.58410277777778,108.62795277777778
bae48d3e9a61,176,yoke,-5.9865916666666665,-109.20611666666666 
5a97bfbcae62,177,turtle,-40.52582777777778,159.5849888888889
5a97bfbcae62,177,yoke,-29.069300000000002,-161.09543611111113 
096f1b0f02ea,178,turtle,32.58488333333334,167.24900555555556
096f1b0f02ea,178,yoke,1.1437388888888889,-99.57183888888889 
a609ad5d94cd,179,turtle,11.852269444444445,67.77012777777777
a609ad5d94cd,179,yoke,54.839675,154.80796666666666 
100f0c4c6020,180,turtle,32.942594444444445,-39.85698888888889
100f0c4c6020,180,yoke,0.7631305555555555,-115.20429722222222 
4d05d24772b7,181,turtle,-11.195047222222222,-128.76832777777776
4d05d24772b7,181,yoke,-54.983552777777774,8.628102777777778 
846fbfcad7bb,182,turtle,-33.698080555555556,-154.95220277777779
846fbfcad7bb,182,yoke,-18.555308333333336,98.66634722222221 
52ef9c46cc48,183,turtle,-40.7383,106.99521666666668
52ef9c46cc48,183,yoke,-14.841655555555555,-142.14290555555556 
b3a5d0d30c8a,184,turtle,59.644475,-16.840355555555554
b3a5d0d30c8a,184,yoke,24.055619444444442,-40.56645555555555 
bf59b6b00564,185,turtle,87.34791111111112,-65.81292777777777
bf59b6b00564,185,yoke,14.171683333333334,166.006875 
9441b6fdd6c2,186,turtle,-41.2904,141.11628055555553
9441b6fdd6c2,186,yoke,40.41376944444445,-134.17806666666667 
db01c64ba21b,187,turtle,-35.21194722222223,-167.67170277777777
db01c64ba21b,187,yoke,-35.33891388888889,-74.75376944444444 
c99fb0adf50f,188,turtle,-38.83983333333333,-107.90721388888889
c99fb0adf50f,188,yoke,-22.232069444444445,-70.39850833333333 
07ef718a4d12,189,turtle,-59.71801111111112,11.712127777777779
07ef718a4d12,189,yoke,-32.318775,-79.26936111111111 
7ba0135904ad,190,turtle,84.67975833333333,166.5082861111111
7ba0135904ad,190,yoke,-37.45188611111111,36.38805555555555 
8fde52e5f5fb,191,turtle,76.86916388888889,14.647530555555557
8fde52e5f5fb,191,yoke,-18.999211111111112,50.91690555555556 
cf8ccd3c8e5d,192,turtle,83.92306111111111,170.14486944444442
cf8ccd3c8e5d,192,yoke,-5.316305555555555,-117.68545 
97e8668634b1,193,turtle,-29.898058333333335,-6.121786111111112
97e8668634b1,193,yoke,49.98376666666667,-60.261897222222224 
158df774b703,194,turtle,50.32398055555556,-50.54848055555556
158df774b703,194,yoke,29.85119166666667,-58.87593611111111 
67a52324e2c7,195,turtle,-41.085722222222216,-127.40730277777779
67a52324e2c7,195,yoke,-27.71338888888889,54.53628333333334 
a3acc35ce1c2,196,turtle,-18.089305555555555,-170.82167222222222
a3acc35ce1c2,196,yoke,-66.49658055555555,4.360580555555555 
58f33ff6ba92,197,turtle,-61.613619444444446,141.111075
58f33ff6ba92,197,yoke,-40.87933333333333,-132.34702222222222 
663154600c5c,198,turtle,53.45126388888889,-32.36866666666666
663154600c5c,198,yoke,4.085933333333333,125.33454166666667 
d16174250742,199,turtle,57.81955,18.414816666666667
d16174250742,199,yoke,47.559175,-57.48113055555556 
9542cbc12d1b,200,turtle,49.60134722222222,-19.119841666666666
9542cbc12d1b,200,yoke,-28.320258333333335,-16.334747222222223 
eda1f36338fd,201,turtle,-47.62025555555555,19.19029722222222
eda1f36338fd,201,yoke,76.39333611111111,78.74156111111111 
1e8571d5925b,202,turtle,19.529097222222223,149.01398055555555
1e8571d5925b,202,yoke,-15.019952777777778,-149.7883138888889 
a0a74d7865ed,203,turtle,87.44758888888889,-70.48003333333334
a0a74d7865ed,203,yoke,89.39601944444445,8.637411111111112 
06c1a004e9c5,204,turtle,-61.648180555555555,-49.69072222222222
06c1a004e9c5,204,yoke,-10.02105,160.80203055555558 
c3843624a87c,205,turtle,21.732575,161.457175
c3843624a87c,205,yoke,56.589616666666664,141.12356388888887 
1467e8c3f169,206,turtle,-48.54883888888889,142.7912777777778
1467e8c3f169,206,yoke,-0.6712638888888888,107.38658333333333 
a978d22171ac,207,turtle,-54.681102777777774,6.355594444444445
a978d22171ac,207,yoke,-0.6550333333333334,107.69888888888889 
4541f8463671,208,turtle,-80.50335,-34.560025
4541f8463671,208,yoke,79.60345000000001,101.15483055555555 
1b563499338a,209,turtle,86.17695,47.05384444444445
1b563499338a,209,yoke,-47.83539722222223,28.71514722222222 
d1cd2e6e75bf,210,turtle,89.59531944444444,-33.48587777777777
d1cd2e6e75bf,210,yoke,-48.49091666666667,60.88615555555556 
719b014b493a,211,turtle,32.27809722222222,34.32562222222222
719b014b493a,211,yoke,-2.0274805555555555,156.42869722222224 
9e39ea26195c,212,turtle,20.811488888888892,135.89991111111112
9e39ea26195c,212,yoke,-34.84397222222222,-152.9570222222222 
0ff32904b63c,213,turtle,-8.376680555555556,150.56650833333333
0ff32904b63c,213,yoke,24.179483333333334,65.71067222222221 
7a277bf33415,214,turtle,11.401244444444444,-106.55432777777777
7a277bf33415,214,yoke,-40.43093611111111,-160.49076666666667 
98d98f18ace1,215,turtle,-48.364133333333335,128.36461111111112
98d98f18ace1,215,yoke,14.146363888888889,-138.56291666666667 
13ad8485380e,216,turtle,66.13654444444444,-58.93056666666667
13ad8485380e,216,yoke,-5.9145111111111115,121.65630555555555 
7b1bcd1ed702,217,turtle,-65.74522499999999,111.3951388888889
